"#instruction","registertype","num operands","imm op","test mode","instr set","options"
"vmovmskps/vmovd/n","256/32/128","2/2/2",,"rndtr","avx",
"movmskpd/movd","128/32","2/2",,"rndtr2","sse2",
"vmovmskpd/vmovd/n","256/32/128","2/2/2",,"rndtr","avx",
,,,,,,
"movntps/movaps","128/m128","2/2",,"rndtr1","sse",
"vmovntps/vmovaps","256/m256","2/2",,"rndtr1","avx",
"vmovntps/vmovaps","512/m512","2/2",,"rndtr1","avx512",
"movntpd/movapd","128/m128","2/2",,"rndtr1","sse2",
"vmovntpd/vmovapd","256/m256","2/2",,"rndtr1","avx",
"vmovntpd/vmovapd","512/m512","2/2",,"rndtr1","avx512",
,,,,,,
"$text=\nldmxcsr throughput. alternating values",,,,,"sse2",
"ldmxcsr",128,2,,"macros=miscellaneous.inc","sse2","tmode=T"
"stmxcsr",128,2,,"macros=miscellaneous.inc","sse2","tmode=T"
"$text=\nstmscsr + ldmxcsr latency",,,,,"sse2",
"stmxcsr",128,2,,"macros=miscellaneous.inc","sse2","tmode=L"
