"#instruction","registertype","num operands","imm op","test mode","instr set","options"
"vpmaskmovd",128,3,5,"macros=miscellaneous.inc","avx2","modelins=vmaskmov tmode=TW elementsize=32"
"vpmaskmovd",128,3,-1,"macros=miscellaneous.inc","avx2","modelins=vmaskmov tmode=TW elementsize=32"
"vpmaskmovd",128,3,-1,"macros=miscellaneous.inc","avx2","modelins=vmaskmov tmode=LW elementsize=32"
"vpmaskmovd",256,3,5,"macros=miscellaneous.inc","avx2","modelins=vmaskmov tmode=TW elementsize=32"
"vpmaskmovd",256,3,-1,"macros=miscellaneous.inc","avx2","modelins=vmaskmov tmode=TW elementsize=32"
"vpmaskmovd",256,3,-1,"macros=miscellaneous.inc","avx2","modelins=vmaskmov tmode=LW elementsize=32"
"vpmaskmovq",128,3,5,"macros=miscellaneous.inc","avx2","modelins=vmaskmov tmode=TW elementsize=64"
"vpmaskmovq",128,3,-1,"macros=miscellaneous.inc","avx2","modelins=vmaskmov tmode=TW elementsize=64"
"vpmaskmovq",128,3,-1,"macros=miscellaneous.inc","avx2","modelins=vmaskmov tmode=LW elementsize=64"
"vpmaskmovq",256,3,5,"macros=miscellaneous.inc","avx2","modelins=vmaskmov tmode=TW elementsize=64"
"vpmaskmovq",256,3,-1,"macros=miscellaneous.inc","avx2","modelins=vmaskmov tmode=TW elementsize=64"
"vpmaskmovq",256,3,-1,"macros=miscellaneous.inc","avx2","modelins=vmaskmov tmode=LW elementsize=64"
